movieId,imdbId
147,tt0112461
148,tt0112427
149,tt0109093
150,tt0112384
151,tt0114287
152,tt0112288
153,tt0112462
154,tt0061395
155,tt0112495
156,tt0112541
157,tt0109370
158,tt0112642
159,tt0112688
160,tt0112715
161,tt0112740
162,tt0109508
163,tt0112851
164,tt0112857
165,tt0112864
166,tt0112887
167,tt0113044
168,tt0113071
169,tt0113114
170,tt0113243
171,tt0113464
172,tt0113481
173,tt0113492
174,tt0113500
175,tt0113540
176,tt0113677
177,tt0113690
178,tt0107447
179,tt0113729
180,tt0113749
181,tt0113820
182,tt0113851
183,tt0110604
184,tt0110620
185,tt0113957
186,tt0113986
187,tt0114095
188,tt0114194
189,tt0114241
190,tt0114323
191,tt0114345
192,tt0114435
193,tt0114436
194,tt0114478
195,tt0114496
196,tt0114508
197,tt0114534
198,tt0114558
199,tt0058450
200,tt0114666
201,tt0114663
202,tt0114702
203,tt0114682
204,tt0114781
205,tt0114798
206,tt0114805
207,tt0114887
208,tt0114898
209,tt0114928
210,tt0114938
211,tt0109340
212,tt0112602
213,tt0111579
214,tt0110882
215,tt0112471
216,tt0112508
217,tt0112438
218,tt0112571
219,tt0112757
220,tt0112643
222,tt0112679
223,tt0109445
224,tt0112883
225,tt0109635
226,tt0112899
227,tt0109676
228,tt0112854
229,tt0109579
230,tt0109642
231,tt0109686
232,tt0111797
233,tt0109759
234,tt0109758
235,tt0109707
236,tt0113117
237,tt0113097
238,tt0113028
239,tt0113198
240,tt0113303
241,tt0113089
242,tt0109771
243,tt0113199
244,tt0113234
245,tt0109906
246,tt0110057
247,tt0110005
248,tt0110066
249,tt0110116
250,tt0110006
251,tt0113360
252,tt0110099
253,tt0110148
254,tt0113463
255,tt0110189
256,tt0110216
257,tt0113501
258,tt0113538
259,tt0113552
260,tt0076759
261,tt0110367
262,tt0113670
263,tt0110296
264,tt0109731
265,tt0103994
266,tt0110322
267,tt0110443
268,tt0110365
269,tt0107566
270,tt0110391
271,tt0113691
272,tt0110428
273,tt0109836
274,tt0113755
275,tt0110538
276,tt0110516
277,tt0110527
278,tt0113808
279,tt0113896
280,tt0113870
281,tt0110684
282,tt0110638
283,tt0113967
284,tt0117169
285,tt0106402
286,tt0113948
287,tt0110671
288,tt0110632
289,tt0110737
290,tt0110729
291,tt0114151
292,tt0114069
293,tt0110413
294,tt0114113
295,tt0114210
296,tt0110912
297,tt0114084
298,tt0105652
299,tt0110889
300,tt0110932
301,tt0114129
302,tt0110963
303,tt0114214
304,tt0114296
305,tt0110907
306,tt0111495
307,tt0108394
308,tt0111507
309,tt0110769
310,tt0114268
311,tt0110965
312,tt0114571
313,tt0111333
314,tt0111112
315,tt0111255
316,tt0111282
317,tt0111070
318,tt0111161
319,tt0111149
320,tt0108260
321,tt0106966
322,tt0114594
324,tt0111309
325,tt0113936
326,tt0110081
327,tt0114614
328,tt0114608
329,tt0111280
330,tt0114609
331,tt0111454
332,tt0114852
333,tt0114694
334,tt0111590
335,tt0114788
336,tt0114888
337,tt0108550
338,tt0114857
339,tt0114924
340,tt0111667
341,tt0109655
342,tt0110598
343,tt0112435
344,tt0109040
345,tt0109045
346,tt0106339
347,tt0104779
348,tt0109348
349,tt0109444
350,tt0109446
351,tt0109484
352,tt0109504
353,tt0109506
354,tt0109450
355,tt0109813
356,tt0109830
357,tt0109831
358,tt0113305
359,tt0110091
360,tt0110093
361,tt0110167
362,tt0110213
363,tt0107472
364,tt0110357
365,tt0107426
366,tt0111686
367,tt0110475
368,tt0110478
369,tt0110588
370,tt0110622
371,tt0110771
372,tt0110950
373,tt0105226
374,tt0110989
375,tt0111054
376,tt0110997
377,tt0111257
378,tt0111256
379,tt0111438
380,tt0111503
381,tt0111693
382,tt0111742
383,tt0111756
384,tt0112443
385,tt0110455
386,tt0111048
387,tt0110399
388,tt0112570
389,tt0109454
390,tt0059170
391,tt0110186
392,tt0108069
393,tt0111301
394,tt0112702
395,tt0112849
396,tt0113014
397,tt0113043
398,tt0113104
399,tt0113173
400,tt0113319
401,tt0113827
402,tt0114047
403,tt0112889
404,tt0109339
405,tt0110027
406,tt0109785
407,tt0113409
408,tt0109021
409,tt0109035
410,tt0106220
411,tt0111804
412,tt0106226
413,tt0109068
414,tt0109067
415,tt0106292
416,tt0109198
417,tt0109219
418,tt0106379
419,tt0106400
420,tt0109254
421,tt0109279
422,tt0109297
423,tt0109303
424,tt0109305
425,tt0109306
426,tt0106452
427,tt0106471
428,tt0106489
429,tt0109361
430,tt0106505
431,tt0106519
432,tt0109439
433,tt0109443
434,tt0106582
435,tt0106598
436,tt0109456
437,tt0109480
438,tt0109493
439,tt0106660
440,tt0106673
441,tt0106677
442,tt0106697
443,tt0109729
444,tt0106834
445,tt0106873
446,tt0106332
447,tt0109783
448,tt0106881
449,tt0106880
450,tt0111732
451,tt0106926
452,tt0111712
453,tt0106941
454,tt0106918
455,tt0106965
456,tt0109842
457,tt0106977
458,tt0107004
459,tt0109890
460,tt0109891
461,tt0109913
462,tt0109920
463,tt0107057
464,tt0107076
465,tt0107096
466,tt0107144
467,tt0113674
468,tt0112966
469,tt0107151
470,tt0110064
471,tt0110074
472,tt0110097
473,tt0110123
474,tt0107206
475,tt0107207
476,tt0110137
477,tt0108551
478,tt0110197
479,tt0107286
480,tt0107290
481,tt0107302
482,tt0110265
483,tt0107322
484,tt0110305
485,tt0107362
486,tt0107413
487,tt0110353
488,tt0107468
489,tt0107478
490,tt0107497
491,tt0107501
492,tt0107507
493,tt0107554
494,tt0116253
495,tt0074102
496,tt0111689
497,tt0107616
498,tt0107611
499,tt0107613
500,tt0107614
501,tt0107653
502,tt0110657
503,tt0110649
504,tt0110678
505,tt0110687
506,tt0107756
507,tt0107808
508,tt0107818
509,tt0107822
510,tt0107840
511,tt0107889
512,tt0111003
513,tt0110939
514,tt0110955
515,tt0107943
516,tt0110971
517,tt0107969
518,tt0111001
519,tt0107978
520,tt0107977
521,tt0107983
522,tt0105275
523,tt0108000
524,tt0108002
525,tt0108026
526,tt0105032
527,tt0108052
528,tt0111094
529,tt0108065
530,tt0111102
531,tt0108071
532,tt0111127
533,tt0111143
534,tt0108101
535,tt0108122
536,tt0111194
537,tt0111201
538,tt0108149
539,tt0108160
540,tt0108162
541,tt0083658
542,tt0108186
543,tt0108174
544,tt0108238
545,tt0089256
546,tt0108255
547,tt0111323
548,tt0111400
549,tt0108328
550,tt0111418
551,tt0107688
552,tt0108333
553,tt0108358
554,tt0111488
555,tt0108399
556,tt0108515
558,tt0110763
559,tt0107779
560,tt0109226
561,tt0110259
562,tt0114906
563,tt0107002
564,tt0109403
565,tt0104029
566,tt0110623
567,tt0107315
568,tt0106408
569,tt0110363
570,tt0107349
571,tt0111709
572,tt0109828
573,tt0107225
574,tt0111252
575,tt0110366
576,tt0106878
577,tt0109120
579,tt0108059
580,tt0110892
581,tt0112651
582,tt0107642
583,tt0109382
584,tt0106678
585,tt0112572
586,tt0099785
587,tt0099653
588,tt0103639
589,tt0103064
590,tt0099348
591,tt0114706
592,tt0096895
593,tt0102926
594,tt0029583
595,tt0101414
596,tt0032910
597,tt0100405
598,tt0110719
599,tt0065214
600,tt0110395
601,tt0111752
602,tt0109934
603,tt0112606
604,tt0115978
605,tt0117247
606,tt0112625
607,tt0106537
608,tt0116282
609,tt0116552
610,tt0082509
611,tt0116514
612,tt0117283
613,tt0116684
614,tt0110374
615,tt0070506
616,tt0065421
617,tt0113083
618,tt0118001
619,tt0116165
620,tt0102855
621,tt0107471
623,tt0113839
624,tt0112712
625,tt0090665
626,tt0117891
627,tt0113613
628,tt0117381
629,tt0114305
630,tt0115837
631,tt0115509
632,tt0114671
633,tt0112844
634,tt0114658
635,tt0116275
636,tt0113122
637,tt0117608
638,tt0113448
639,tt0116414
640,tt0116095
641,tt0111543
642,tt0117517
643,tt0117312
644,tt0116485
645,tt0113947
647,tt0115956
648,tt0117060
649,tt0109028
650,tt0117071
651,tt0117788
652,tt0112257
653,tt0116136
654,tt0118026
655,tt0117117
656,tt0116168
657,tt0111787
658,tt0112509
659,tt0054189
660,tt0115591
661,tt0116683
662,tt0116287
663,tt0116768
664,tt0116269
665,tt0114787
666,tt0113720
667,tt0112536
668,tt0048473
670,tt0052572
671,tt0117128
672,tt0114616
673,tt0117705
674,tt0062711
675,tt0110061
676,tt0140614
678,tt0108181
679,tt0114307
680,tt0058898
681,tt0082206
682,tt0111430
683,tt0107727
684,tt0081759
685,tt0113443
687,tt0109491
688,tt0114048
690,tt0111613
691,tt0117104
692,tt0117688
693,tt0109751
694,tt0117774
695,tt0114736
696,tt0112604
697,tt0116289
698,tt0109593
699,tt0103095
700,tt0112368
701,tt0104046
702,tt0062952
703,tt0115742
704,tt0117420
705,tt0115951
706,tt0117784
707,tt0117107
708,tt0117979
709,tt0095776
710,tt0115851
711,tt0116322
712,tt0109374
713,tt0110712
714,tt0112817
715,tt0113362
716,tt0073778
717,tt0112546
718,tt0108500
719,tt0117108
720,tt0118114
721,tt0114103
722,tt0113270
723,tt0092123
724,tt0115963
725,tt0116448
726,tt0116827
727,tt0114894
728,tt0112701
729,tt0113429
730,tt0125877
731,tt0116508
732,tt0117260
733,tt0117500
734,tt0116405
735,tt0109592
736,tt0117998
737,tt0115624
738,tt0113145
739,tt0116559
741,tt0113568
742,tt0117894
743,tt0117723
744,tt0112586
745,tt0112691
746,tt0040366
747,tt0117768
748,tt0115571
749,tt0031612
750,tt0057012
751,tt0103926
752,tt0105737
753,tt0113849
754,tt0113188
755,tt0042644
756,tt0109381
757,tt0109688
758,tt0104606
759,tt0110480
760,tt0108211
761,tt0117331
762,tt0117765
763,tt0116833
764,tt0113280
765,tt0116669
766,tt0116594
767,tt0113211
768,tt0114494
769,tt0116992
770,tt0038426
771,tt0094265
772,tt0105201
773,tt0070820
774,tt0084898
775,tt0063715
776,tt0109191
777,tt0114122
778,tt0117951
779,tt0118523
780,tt0116629
781,tt0117737
782,tt0116277
783,tt0116583
784,tt0115798
785,tt0116778
786,tt0116213
787,tt0113147
788,tt0117218
789,tt0100990
790,tt0111546
791,tt0113610
792,tt0093199
793,tt0106810
794,tt0111180
795,tt0111237
796,tt0072362
797,tt0103207
798,tt0116040
799,tt0116365
800,tt0116905
801,tt0116493
802,tt0117333
803,tt0118113
804,tt0117628
805,tt0117913
806,tt0115530
807,tt0114266
808,tt0115493
809,tt0116320
810,tt0116756
812,tt0109356
813,tt0116823
814,tt0112568
815,tt0114170
816,tt0117999
818,tt0118073
819,tt0108220
820,tt0049521
821,tt0112746
822,tt0104403
823,tt0061495
824,tt0110246
825,tt0116164
826,tt0112865
827,tt0112716
828,tt0115472
829,tt0116707
830,tt0116313
831,tt0114550
832,tt0117438
833,tt0116531
834,tt0117332
835,tt0116353
836,tt0115857
837,tt0117008
838,tt0116191
839,tt0115986
840,tt0116571
841,tt0053459
842,tt0117826
843,tt0113695
844,tt0108227
845,tt0111424
846,tt0113080
847,tt0115680
848,tt0117718
849,tt0116225
850,tt0112767
851,tt0115632
852,tt0117918
853,tt0104109
854,tt0051980
855,tt0100840
856,tt0107575
857,tt0042054
858,tt0068646
859,tt0116536
860,tt0109255
861,tt0104558
862,tt0116985
864,tt0114936
865,tt0114474
866,tt0115736
867,tt0115836
868,tt0101692
869,tt0116745
870,tt0119214
871,tt0116934
872,tt0109066
873,tt0075169
874,tt0113542
875,tt0110693
876,tt0106544
877,tt0116418
878,tt0112607
879,tt0120004
880,tt0116654
881,tt0116311
882,tt0117965
884,tt0114592
885,tt0115725
886,tt0115783
887,tt0120271
888,tt0113596
889,tt0109001
890,tt0094822
891,tt0113253
892,tt0117991
893,tt0117093
894,tt0024252
895,tt0105729
896,tt0111019
897,tt0035896
898,tt0032904
899,tt0045152
900,tt0043278
901,tt0050419
902,tt0054698
903,tt0052357
904,tt0047396
905,tt0025316
906,tt0036855
907,tt0025164
908,tt0053125
909,tt0053604
910,tt0053291
911,tt0056923
912,tt0034583
913,tt0033870
914,tt0058385
915,tt0047437
916,tt0046250
917,tt0031580
918,tt0037059
919,tt0032138
920,tt0031381
921,tt0084370
922,tt0043014
923,tt0033467
924,tt0062622
925,tt0039428
926,tt0042192
927,tt0032143
928,tt0032976
929,tt0032484
930,tt0038787
931,tt0038109
932,tt0050105
933,tt0048728
934,tt0042451
935,tt0045537
936,tt0031725
937,tt0050658
938,tt0051658
939,tt0052126
940,tt0029843
941,tt0032762
942,tt0037008
943,tt0039420
944,tt0029162
945,tt0027125
946,tt0035446
947,tt0028010
948,tt0049261
949,tt0048028
950,tt0025878
951,tt0032599
952,tt0048960
953,tt0038650
954,tt0031679
955,tt0029947
956,tt0034012
957,tt0017350
958,tt0036094
959,tt0025586
960,tt0038300
961,tt0027893
962,tt0032022
963,tt0041509
964,tt0039152
965,tt0026029
966,tt0038235
967,tt0036241
968,tt0063350
969,tt0043265
970,tt0046414
971,tt0051459
972,tt0047162
973,tt0033891
974,tt0029855
975,tt0029588
976,tt0022879
977,tt0027980
979,tt0114007
980,tt0093229
981,tt0118927
982,tt0048491
983,tt0113730
984,tt0117357
985,tt0117669
986,tt0116329
987,tt0118742
988,tt0116442
989,tt0114354
990,tt0117011
991,tt0117039
992,tt0117473
993,tt0116635
994,tt0115678
996,tt0116830
997,tt0115847
998,tt0117603
999,tt0115438
1000,tt0115994
1001,tt0083587
1002,tt0116167
1003,tt0116259
1004,tt0116421
1005,tt0116000
1006,tt0115862
1007,tt0072653
1008,tt0047977
1009,tt0072951
1010,tt0064603
1011,tt0071607
1012,tt0050798
1013,tt0055277
1014,tt0054195
1015,tt0107131
1016,tt0053271
1017,tt0054357
1018,tt0059793
1019,tt0046672
1020,tt0106611
1021,tt0109127
1022,tt0042332
1023,tt0063819
1024,tt0038166
1025,tt0057546
1026,tt0041890
1027,tt0102798
1028,tt0058331
1029,tt0033563
1030,tt0076538
1031,tt0066817
1032,tt0043274
1033,tt0082406
1034,tt0116361
1035,tt0059742
1036,tt0095016
1037,tt0104692
1038,tt0118044
1039,tt0114597
1040,tt0117582
1041,tt0117589
1042,tt0117887
1043,tt0117924
1044,tt0117791
1045,tt0116928
1046,tt0115640
1047,tt0116908
1049,tt0116409
1050,tt0116913
1051,tt0117958
1052,tt0117400
1053,tt0117202
1054,tt0116404
1055,tt0120107
1056,tt0116722
1057,tt0116242
1058,tt0115600
1059,tt0117509
1060,tt0117802
1061,tt0117665
1062,tt0117781
1063,tt0116714
1064,tt0115491
1065,tt0043140
1066,tt0029546
1067,tt0028757
1068,tt0039286
1069,tt0037101
1070,tt0044863
1071,tt0109823
1073,tt0067992
1075,tt0111622
1076,tt0055018
1077,tt0070707
1078,tt0066808
1079,tt0095159
1080,tt0079470
1081,tt0084865
1082,tt0068334
1083,tt0059243
1084,tt0061418
1085,tt0052027
1086,tt0046912
1087,tt0113731
1088,tt0092890
1089,tt0105236
1090,tt0091763
1091,tt0098627
1092,tt0103772
1093,tt0101761
1094,tt0104036
1095,tt0104348
1096,tt0084707
1097,tt0083866
1098,tt0117577
1099,tt0029992
1100,tt0099371
1101,tt0092099
1102,tt0115531
1103,tt0048545
1104,tt0044081
1105,tt0115885
1106,tt0116859
1107,tt0102336
1109,tt0115870
1110,tt0115684
1111,tt0117040
1112,tt0117284
1113,tt0115580
1114,tt0116378
1115,tt0114472
1116,tt0113057
1117,tt0116581
1118,tt0114622
1119,tt0112907
1120,tt0117318
1121,tt0116422
1122,tt0114147
1123,tt0117320
1124,tt0082846
1125,tt0072081
1126,tt0101775
1127,tt0096754
1128,tt0080749
1129,tt0082340
1130,tt0082533
1131,tt0091288
1132,tt0091480
1133,tt0111357
1134,tt0107274
1135,tt0081375
1136,tt0071853
1137,tt0116587
1138,tt0112777
1139,tt0116245
1140,tt0116212
1141,tt0113328
1142,tt0116403
1143,tt0117968
1144,tt0116886
1145,tt0117677
1146,tt0112759
1147,tt0118147
1148,tt0108598
1149,tt0110173
1150,tt0084589
1151,tt0109781
1152,tt0040427
1153,tt0040723
1154,tt0039881
1155,tt0092281
1156,tt0034493
1157,tt0039004
1158,tt0026465
1159,tt0026656
1160,tt0025799
1161,tt0078875
1162,tt0069198
1163,tt0110521
1164,tt0060304
1165,tt0115715
1166,tt0113031
1167,tt0116059
1168,tt0115610
1169,tt0099028
1170,tt0112483
1171,tt0103850
1172,tt0095765
1173,tt0097108
1174,tt0109942
1175,tt0101700
1176,tt0101765
1177,tt0101811
1178,tt0050825
1179,tt0099703
1180,tt0102014
1181,tt0120121
1183,tt0116209
1184,tt0102426
1185,tt0097937
1186,tt0098724
1187,tt0105107
1188,tt0105488
1189,tt0096257
1190,tt0101026
1191,tt0102370
1192,tt0100332
1193,tt0073486
1194,tt0078446
1196,tt0080684
1197,tt0093779
1198,tt0082971
1199,tt0088846
1200,tt0090605
1201,tt0060196
1202,tt0094336
1203,tt0050083
1204,tt0056172
1206,tt0066921
1207,tt0056592
1208,tt0078788
1209,tt0064116
1210,tt0086190
1211,tt0093191
1212,tt0041959
1213,tt0099685
1214,tt0078748
1215,tt0106308
1216,tt0095250
1217,tt0089881
1218,tt0097202
1219,tt0054215
1220,tt0080455
1221,tt0071562
1222,tt0093058
1223,tt0104361
1224,tt0097499
1225,tt0086879
1226,tt0045061
1227,tt0087843
1228,tt0081398
1230,tt0075686
1231,tt0086197
1232,tt0079944
1233,tt0082096
1234,tt0070735
1235,tt0067185
1236,tt0103130
1237,tt0050976
1238,tt0085859
1240,tt0088247
1241,tt0103873
1242,tt0097441
1243,tt0100519
1244,tt0079522
1245,tt0100150
1246,tt0097165
1247,tt0061722
1248,tt0052311
1249,tt0100263
1250,tt0050212
1251,tt0056801
1252,tt0071315
1253,tt0043456
1254,tt0040897
1255,tt0092610
1256,tt0023969
1257,tt0088794
1258,tt0081505
1259,tt0092005
1260,tt0022100
1261,tt0092991
1262,tt0057115
1263,tt0077416
1264,tt0082269
1265,tt0107048
1266,tt0105695
1267,tt0056218
1268,tt0100436
1269,tt0036613
1270,tt0088763
1271,tt0101921
1272,tt0066206
1273,tt0090967
1274,tt0094625
1275,tt0091203
1276,tt0061512
1277,tt0099334
1278,tt0072431
1279,tt0102536
1280,tt0101640
1281,tt0032553
1282,tt0032455
1283,tt0044706
1284,tt0038355
1285,tt0097493
1286,tt0081534
1287,tt0052618
1288,tt0088258
1289,tt0085809
1290,tt0094006
1291,tt0097576
1292,tt0078841
1293,tt0083987
1295,tt0096332
1296,tt0091867
1297,tt0089886
1298,tt0084503
1299,tt0087553
1300,tt0089606
1301,tt0049223
1302,tt0097351
1303,tt0073341
1304,tt0064115
1305,tt0087884
1306,tt0101458
1307,tt0098635
1308,tt0113369
1309,tt0114089
1310,tt0116589
1311,tt0117550
1312,tt0116293
1313,tt0116953
1314,tt0115754
1315,tt0114093
1316,tt0115548
1317,tt0116601
1318,tt0112537
1319,tt0107314
1320,tt0103644
1321,tt0082010
1322,tt0103678
1323,tt0085159
1324,tt0115535
1325,tt0106262
1326,tt0083550
1327,tt0078767
1328,tt0099030
1329,tt0071233
1330,tt0090655
1331,tt0075704
1332,tt0092632
1333,tt0056869
1334,tt0051418
1335,tt0082083
1336,tt0101492
1337,tt0037549
1339,tt0103874
1340,tt0026138
1341,tt0074258
1342,tt0103919
1343,tt0101540
1344,tt0055824
1345,tt0074285
1346,tt0083722
1347,tt0087800
1348,tt0013442
1349,tt0091651
1350,tt0075005
1351,tt0115710
1352,tt0115495
1353,tt0117057
1354,tt0115751
1355,tt0119791
1356,tt0117731
1357,tt0117631
1358,tt0117666
1359,tt0116705
1360,tt0084116
1361,tt0117293
1363,tt0117372
1364,tt0113557
1365,tt0117477
1366,tt0115988
1367,tt0115433
1368,tt0042354
1369,tt0110171
1370,tt0099423
1371,tt0079945
1372,tt0102975
1373,tt0098382
1374,tt0084726
1375,tt0088170
1376,tt0092007
1377,tt0103776
1378,tt0096487
1379,tt0100994
1380,tt0077631
1381,tt0084021
1382,tt0100114
1383,tt0115471
1384,tt0117773
1385,tt0105690
1386,tt0052287
1387,tt0073195
1388,tt0077766
1389,tt0085750
1390,tt0117119
1391,tt0116996
1392,tt0115906
1393,tt0116695
1394,tt0093822
1395,tt0094155
1396,tt0105435
1397,tt0115633
1398,tt0116621
1399,tt0116999
1400,tt0117691
1401,tt0116410
1404,tt0119783
1405,tt0115641
1406,tt0112769
1407,tt0117571
1408,tt0104691
1409,tt0117038
1410,tt0116240
1411,tt0116477
1412,tt0117690
1413,tt0118163
1414,tt0117091
1415,tt0118100
1416,tt0116250
1417,tt0117364
1419,tt0067959
1420,tt0117028
1421,tt0113212
1422,tt0119731
1423,tt0116506
1424,tt0116640
1425,tt0119115
1426,tt0120550
1427,tt0120390
1428,tt0112362
1429,tt0116704
1430,tt0120414
1431,tt0118708
1432,tt0119664
1433,tt0110425
1434,tt0123281
1436,tt0080714
1437,tt0106535
1438,tt0118928
1439,tt0119644
1440,tt0106266
1441,tt0106387
1442,tt0119937
1443,tt0117907
1444,tt0109949
1445,tt0119640
1446,tt0116790
1447,tt0119225
1448,tt0116310
1449,tt0118111
1450,tt0116754
1453,tt0118691
1454,tt0120238
1455,tt0116565
1456,tt0119887
1457,tt0119141
1458,tt0120357
1459,tt0118548
1460,tt0120317
1461,tt0120434
1462,tt0118042
1463,tt0120318
1464,tt0116922
1465,tt0120036
1466,tt0119008
1467,tt0117544
1468,tt0118750
1470,tt0120014
1471,tt0118762
1472,tt0118859
1473,tt0118702
1474,tt0119432
1475,tt0116743
1476,tt0119951
1477,tt0119572
1479,tt0120053
1480,tt0120152
1482,tt0118064
1483,tt0115964
1484,tt0116041
1485,tt0119528
1486,tt0117422
1487,tt0120094
1488,tt0118972
1489,tt0118829
1490,tt0118663
1493,tt0116931
1495,tt0120389
1496,tt0118623
1497,tt0119013
1498,tt0119381
1499,tt0118615
1500,tt0119229
1501,tt0116762
1502,tt0116783
1503,tt0118541
1504,tt0113314
1507,tt0119859
1508,tt0120366
1509,tt0118586
1510,tt0118783
1511,tt0117050
1513,tt0120032
1514,tt0116295
1515,tt0120461
1516,tt0115886
1517,tt0118655
1518,tt0118771
1519,tt0115760
1520,tt0115927
1522,tt0117482
1523,tt0120383
1524,tt0105660
1525,tt0120479
1526,tt0119109
1527,tt0119116
1528,tt0116643
1529,tt0119809
1531,tt0116920
1532,tt0120190
1533,tt0117398
1534,tt0058985
1535,tt0119578
1537,tt0117615
1538,tt0120087
1539,tt0120394
1541,tt0118556
1542,tt0115744
1543,tt0118964
1544,tt0119567
1545,tt0117359
1546,tt0117561
1547,tt0120118
1548,tt0118117
1549,tt0114303
1550,tt0120373
1551,tt0118787
1552,tt0118880
1553,tt0116834
1554,tt0114134
1555,tt0112951
1556,tt0120179
1557,tt0117724
1558,tt0117775
1559,tt0113968
1561,tt0118127
1562,tt0118688
1563,tt0119019
1564,tt0120034
1565,tt0116502
1566,tt0119282
1567,tt0119502
1568,tt0116949
1569,tt0119738
1570,tt0105569
1571,tt0115856
1572,tt0057345
1573,tt0119094
1574,tt0119098
1575,tt0116384
1577,tt0117076
1578,tt0113425
1579,tt0116334
1580,tt0119654
1581,tt0119848
1582,tt0120512
1583,tt0120133
1584,tt0118884
1585,tt0116930
1586,tt0119173
1587,tt0082198
1588,tt0119190
1589,tt0118887
1590,tt0119081
1591,tt0120177
1592,tt0118570
1593,tt0119896
1594,tt0119361
1595,tt0119152
1596,tt0118818
1597,tt0118883
1598,tt0118966
1599,tt0120207
1600,tt0120112
1601,tt0119311
1602,tt0119509
1603,tt0119675
1604,tt0119695
1605,tt0119086
1606,tt0119484
1608,tt0118571
1609,tt0118531
1610,tt0099810
1611,tt0102494
1612,tt0119465
1613,tt0120197
1614,tt0119360
1615,tt0119051
1616,tt0119874
1617,tt0119488
1619,tt0120102
1620,tt0119468
1621,tt0120169
1622,tt0119457
1623,tt0120524
1624,tt0120323
1625,tt0119174
1626,tt0119123
1627,tt0120399
1628,tt0119557
1629,tt0119632
1630,tt0123953
1631,tt0118647
1632,tt0120151
1633,tt0120402
1635,tt0119349
1636,tt0120192
1639,tt0118842
1640,tt0119326
1641,tt0119164
1642,tt0116631
1643,tt0119280
1644,tt0119345
1645,tt0118971
1646,tt0120029
1647,tt0119906
1648,tt0119324
1649,tt0119107
1650,tt0120481
1651,tt0120303
1652,tt0120539
1653,tt0119177
1654,tt0119095
1655,tt0119891
1656,tt0120257
1657,tt0120529
1658,tt0119535
1659,tt0119338
1660,tt0119080
1661,tt0119210
1662,tt0118900
1663,tt0083131
1664,tt0117221
1665,tt0118689
1666,tt0119327
1667,tt0119592
1668,tt0119832
1669,tt0120275
1670,tt0120490
1671,tt0119527
1672,tt0119978
1673,tt0118749
1674,tt0090329
1675,tt0119365
1676,tt0120201
1677,tt0118901
1678,tt0107282
1679,tt0118836
1680,tt0120148
1681,tt0119707
1682,tt0120382
1683,tt0120520
1684,tt0119723
1685,tt0116592
1686,tt0119994
1687,tt0119395
1688,tt0118617
1689,tt0120483
1690,tt0118583
1692,tt0112318
1693,tt0118607
1694,tt0118632
1695,tt0123385
1696,tt0118698
1697,tt0109266
1698,tt0118764
1699,tt0118804
1701,tt0118954
1702,tt0119137
1703,tt0119142
1704,tt0119217
1705,tt0116465
1706,tt0116490
1707,tt0119303
1708,tt0119352
1709,tt0130073
1710,tt0116976
1711,tt0119668
1713,tt0119715
1714,tt0117167
1715,tt0119819
1716,tt0119845
1717,tt0120082
1718,tt0120222
1719,tt0120255
1720,tt0128755
1721,tt0120338
